23,1,1
1.41421,1,1
2.23607,1,1
8.24621,1,1
4.12311,1,1
21.8879,1,1
24.3058,1,1
7.1699,1,1
6.40312,1,1
11.1277,1,1
9.21954,1,1
21.2667,1,1
14.4133,1,1
25.4413,1,1
7.47513,1,1
32.573,1,1
28.8617,1,1
1.41421,1,1
26.9583,1,1
7.14635,1,1
12.5655,1,1
2.23607,1,1
3,1,1
7.28011,1,1
3.53553,1,1
38.8973,1,1
4,1,1
2.23607,1,1
13.3217,1,1
2.23607,1,1
2.16667,1,1
37.108,1,1
2.57694,1,1
3.2059,1,1
7.07107,1,1
3.16228,1,1
6.08276,1,1
2,1,1
2.23607,1,1
6.12686,1,1
11.7221,1,1
5.09902,1,1
7.02721,1,1
12.4138,1,1
4.11096,1,1
5,1,1
2.23607,1,1
2.23607,1,1
3.09124,1,1
2.40416,1,1
2.23607,1,1
7.07107,1,1
4.24918,1,1
1.41421,1,1
1.41421,1,1
46.6476,1,1
23.3238,1,1
6.32456,1,1
15.2971,1,1
5.83095,1,1
5.83095,1,1
1.41421,1,1
13.6015,1,1
17.8045,1,1
4,1,1
16.2788,1,1
1.41421,1,1
9.21954,1,1
7.07107,1,1
23.7697,1,1
13.8924,1,1
7.28011,1,1
12.1571,1,1
3.16228,1,1
9.84886,1,1
2.40416,1,1
4.24264,1,1
1.41421,1,1
30.2859,1,1
42.72,1,1
1.41421,1,1
7.07352,1,1
16.6433,1,1
3.16228,1,1
2,1,1
29.8063,1,1
19.4165,1,1
14.802,1,1
1.58114,1,1
23.8531,1,1
28.0179,1,1
5.02432,1,1
17.3249,1,1
6.08276,1,1
27.7264,1,1
21.3035,1,1
29.5551,1,1
4.47214,1,1
1.90029,1,1
5,1,1
18.0278,1,1
2.57694,1,1
27.2029,1,1
6.69938,1,1
2.23607,1,1
18.3848,1,1
8.90713,1,1
15.47,1,1
5.65685,1,1
5.38516,1,1
15.5242,1,1
4.77814,1,1
2,1,1
1.41421,1,1
1.41421,1,1
3.16228,1,1
1.41421,1,1
7.51812,1,1
8.544,1,1
14.8661,1,1
36.2108,1,1
11.1803,1,1
19.4165,1,1
2.23607,1,1
3.16228,1,1
3.60555,1,1
4.6221,1,1
7.43967,1,1
3.16228,1,1
1.41421,1,1
6.41154,1,1
2,1,1
6.50469,1,1
2.23607,1,1
19.7184,1,1
2.23607,1,1
32.5679,1,1
6.32456,1,1
37.5366,1,1
12.8062,1,1
5,1,1
4.12311,1,1
5,1,1
12,1,1
3.67696,1,1
33.1361,1,1
1.41421,1,1
3,1,1
10,1,1
1.41421,1,1
8,1,1
26.2488,1,1
5.38516,1,1
4.28962,1,1
32.2025,1,1
1.41421,1,1
1.41421,1,1
4.4854,1,1
5.09902,1,1
17.7671,1,1
15.5584,1,1
12.4673,1,1
11.7047,1,1
6.08276,1,1
8.87656,1,1
2.82843,1,1
10.4403,1,1
34.1321,1,1
13.4536,1,1
1.41421,1,1
5.38516,1,1
11.6603,1,1
3.60555,1,1
2.23607,1,1
8.11491,1,1
2.82843,1,1
5.15079,1,1
4.43241,1,1
8.24621,1,1
37.6482,1,1
1.41421,1,1
2,1,1
6.18561,1,1
2,1,1
4.5625,1,1
1,1,1
11.7047,1,1
1.41421,1,1
