25.0799,1,1
6.32456,1,1
28.4429,1,1
3.16228,1,1
2.23607,1,1
1.17851,1,1
23.3452,1,1
2.23607,1,1
2.23607,1,1
1.41421,1,1
3.16228,1,1
22.4722,1,1
1.41421,1,1
1.17851,1,1
2.54951,1,1
7.28011,1,1
4.12311,1,1
2,1,1
2.82843,1,1
1.41421,1,1
2.23607,1,1
1.41421,1,1
7.60807,1,1
21.1536,1,1
5,1,1
3,1,1
2.23607,1,1
4.47214,1,1
12.083,1,1
2.23607,1,1
41.9152,1,1
4.12311,1,1
3,1,1
6.40312,1,1
3.17912,1,1
4.12311,1,1
1.41421,1,1
1.41421,1,1
26.8701,1,1
24.448,1,1
3,1,1
5.12197,1,1
31.3847,1,1
1.41421,1,1
2.23607,1,1
20.025,1,1
9.51315,1,1
4.74342,1,1
1.41421,1,1
6.08276,1,1
5,1,1
5.65685,1,1
2,1,1
2.23607,1,1
1.76777,1,1
11.1803,1,1
1.41421,1,1
7.81025,1,1
3.60555,1,1
31.1549,1,1
12.2303,1,1
1.41421,1,1
13.4313,1,1
5.09902,1,1
2.23607,1,1
3.16228,1,1
2.82843,1,1
1.41421,1,1
4,1,1
1.41421,1,1
15.8114,1,1
9,1,1
37,1,1
14.3183,1,1
1.58114,1,1
1.41421,1,1
1.41421,1,1
1.41421,1,1
2.17307,1,1
8.09302,1,1
6.40312,1,1
3.16228,1,1
4.85412,1,1
6.08276,1,1
13.3417,1,1
4.12311,1,1
2.82843,1,1
2.23607,1,1
10.198,1,1
2.23607,1,1
2.23607,1,1
13.6015,1,1
1.41421,1,1
5.09902,1,1
3.00463,1,1
6.08276,1,1
2.23607,1,1
14.3178,1,1
12.3767,1,1
2.5,1,1
11.6463,1,1
1.41421,1,1
1.41421,1,1
5.33583,1,1
3.16228,1,1
2.23607,1,1
2.23607,1,1
2.23607,1,1
4.47214,1,1
4.12311,1,1
2.23607,1,1
7.28011,1,1
5.65685,1,1
1.41421,1,1
8.12619,1,1
2.23607,1,1
1.41421,1,1
3.60555,1,1
3.16228,1,1
1.58114,1,1
1.41421,1,1
3.16228,1,1
16.5529,1,1
1.41421,1,1
2.82843,1,1
5.83095,1,1
1.41421,1,1
2.23607,1,1
1.58114,1,1
2.23607,1,1
2.23607,1,1
2.23607,1,1
2.23607,1,1
4.12311,1,1
2,1,1
2.23607,1,1
12.2066,1,1
12.7516,1,1
1.41421,1,1
8.06226,1,1
2.23607,1,1
2.75826,1,1
2.40416,1,1
2.79508,1,1
7.07107,1,1
4.47214,1,1
33.1361,1,1
1.41421,1,1
2.23607,1,1
3.16228,1,1
8.06226,1,1
2.23607,1,1
1.58114,1,1
3.16228,1,1
2.23607,1,1
5.65685,1,1
3,1,1
1.41421,1,1
19.3965,1,1
9,1,1
2.23607,1,1
2.23607,1,1
2.23607,1,1
9.48683,1,1
2.40416,1,1
3.3579,1,1
1.41421,1,1
1.41421,1,1
37.0135,1,1
7.50757,1,1
11.4079,1,1
2.83823,1,1
1.41421,1,1
4.12311,1,1
36.2215,1,1
22.0227,1,1
21.3776,1,1
2.23607,1,1
1.41421,1,1
1.41421,1,1
3.60555,1,1
1.41421,1,1
2,1,1
1.41421,1,1
4,1,1
5.38516,1,1
2,1,1
13.6015,1,1
4,1,1
3.60555,1,1
15.1895,1,1
1.41421,1,1
10.198,1,1
6.60446,1,1
2.23607,1,1
3.16228,1,1
10.8167,1,1
2.23607,1,1
6.17454,1,1
1.41421,1,1
6.40312,1,1
18.1822,1,1
2.23607,1,1
2,1,1
1.58114,1,1
5.16925,1,1
2.23607,1,1
4.12311,1,1
1.58114,1,1
2.23607,1,1
10.3077,1,1
2.23607,1,1
7,1,1
1.41421,1,1
2.23607,1,1
1.41421,1,1
5.83095,1,1
3.3579,1,1
1.90029,1,1
1.41421,1,1
2.23607,1,1
1.41421,1,1
25.807,1,1
5.09902,1,1
13,1,1
2,1,1
3.16228,1,1
2.23607,1,1
2.23607,1,1
7.81025,1,1
1.41421,1,1
13.6381,1,1
4.08323,1,1
5.83095,1,1
10.2956,1,1
4.47214,1,1
3.16228,1,1
3.02196,1,1
2.98468,1,1
10.4189,1,1
2.23607,1,1
11.1803,1,1
9,1,1
1.41421,1,1
17.7689,1,1
2.23607,1,1
2,1,1
6.08276,1,1
16.7631,1,1
42.638,1,1
6.32456,1,1
12.437,1,1
19.8678,1,1
2,1,1
1.41421,1,1
2.82843,1,1
2.82843,1,1
3.60555,1,1
2.23607,1,1
12.3693,1,1
