t,m,ell,a1,a2,a3,b1,b2,b3,emb_m,emb_ell,aa,bb,p_phys,p_mask,no_test,no_success,p_log,d,k,adv
10,3,15,1,0,1,0,8,7,3,15,3,1,0.005,0.2,9501,9156,0.9636880328386486,8,4,0.5045294526670258
10,3,15,1,0,1,0,8,7,3,15,3,4,0.005,0.1333333333333333,9501,9281,0.976844542679718,8,4,0.553089545486016
10,3,15,1,0,1,0,8,7,3,15,3,5,0.005,0.2,9501,9172,0.9653720660983054,8,4,0.43109139412473846
10,3,15,1,0,1,1,12,1,3,15,2,4,0.005,0.3333333333333333,9501,9184,0.966635091043048,10,4,0.4206114603517548
10,3,15,1,0,1,1,12,1,3,15,2,5,0.005,0.2666666666666666,9501,9277,0.9764235343648036,10,4,0.506533694084209
10,3,15,1,0,1,1,12,1,3,15,3,4,0.005,0.3333333333333333,9501,9190,0.9672666035154194,10,4,0.42044837343244984
10,3,15,1,0,1,1,12,1,3,15,3,5,0.005,0.2666666666666666,9501,9274,0.976107778128618,10,4,0.506628088636427
10,3,15,1,0,1,1,13,0,15,3,0,4,0.005,0.2,9501,9280,0.9767392906009894,6,4,0.4388331612853616
10,3,15,1,0,1,1,13,0,15,3,0,5,0.005,0.2,9501,9273,0.9760025260498896,6,4,0.4560519815115195
10,3,15,1,0,1,1,13,0,15,3,1,4,0.005,0.1333333333333333,9501,9328,0.98179139037996,6,4,0.556340487855767
10,3,15,1,0,1,1,13,0,15,3,1,5,0.005,0.1333333333333333,9501,9335,0.98252815493106,6,4,0.5732129391776857
10,3,15,1,0,1,1,13,0,15,3,4,4,0.005,0.2,9501,9272,0.9758972739711608,6,4,0.45605198151151943
10,3,15,1,0,1,1,13,0,15,3,4,5,0.005,0.2,9501,9290,0.9777918113882748,6,4,0.43883316128536165
10,3,15,1,0,1,1,13,0,15,3,5,4,0.005,0.1333333333333333,9501,9357,0.984843700663088,6,4,0.5732129391776857
10,3,15,1,0,1,1,13,0,15,3,5,5,0.005,0.1333333333333333,9501,9331,0.9821071466161456,6,4,0.5563404878557671
10,3,15,1,0,1,1,3,7,3,15,2,2,0.005,0.3333333333333333,9501,9257,0.9743184927902326,8,4,0.41080771239956726
10,3,15,1,0,1,1,3,7,3,15,2,3,0.005,0.2666666666666666,9501,9362,0.9853699610567308,8,4,0.4894703549963461
10,3,15,1,0,1,1,3,7,3,15,3,2,0.005,0.3333333333333333,9501,9268,0.9754762656562468,8,4,0.4029546479517768
10,3,15,1,0,1,1,3,7,3,15,3,3,0.005,0.2666666666666666,9501,9317,0.980633617513946,8,4,0.4813420368196169
10,3,15,1,0,1,2,0,11,15,3,0,0,0.005,0.3333333333333333,9501,9212,0.9695821492474476,6,4,0.42999143409788476
10,3,15,1,0,1,2,0,11,15,3,0,1,0.005,0.3333333333333333,9501,9200,0.968319124302705,6,4,0.43698289402400714
10,3,15,1,0,1,2,0,11,15,3,1,0,0.005,0.2666666666666666,9501,9240,0.9725292074518472,6,4,0.505675131833342
10,3,15,1,0,1,2,0,11,15,3,1,1,0.005,0.2666666666666666,9501,9201,0.9684243763814336,6,4,0.5130200605378135
10,3,15,1,0,1,2,0,11,15,3,4,0,0.005,0.3333333333333333,9501,9208,0.9691611409325336,6,4,0.43698289402400725
10,3,15,1,0,1,2,0,11,15,3,4,1,0.005,0.3333333333333333,9501,9208,0.9691611409325336,6,4,0.4299914340978848
10,3,15,1,0,1,2,0,11,15,3,5,0,0.005,0.2666666666666666,9501,9215,0.9698979054836332,6,4,0.5130200605378133
10,3,15,1,0,1,2,0,11,15,3,5,1,0.005,0.2666666666666666,9501,9211,0.9694768971687192,6,4,0.5056751318333421
10,3,15,1,0,1,2,0,11,3,15,2,2,0.005,0.2666666666666666,9501,9242,0.9727397116093044,6,4,0.5130200605378135
10,3,15,1,0,1,2,0,11,3,15,2,3,0.005,0.3333333333333333,9501,9179,0.9661088306494052,6,4,0.4369828940240073
10,3,15,1,0,1,2,0,11,3,15,2,4,0.005,0.2666666666666666,9501,9226,0.9710556783496476,6,4,0.5056751318333421
10,3,15,1,0,1,2,0,11,3,15,2,5,0.005,0.3333333333333333,9501,9180,0.966214082728134,6,4,0.42999143409788476
10,3,15,1,0,1,2,0,11,3,15,3,2,0.005,0.2666666666666666,9501,9237,0.9722134512156616,6,4,0.5056751318333421
10,3,15,1,0,1,2,0,11,3,15,3,3,0.005,0.3333333333333333,9501,9169,0.9650563098621198,6,4,0.42999143409788476
10,3,15,1,0,1,2,0,11,3,15,3,4,0.005,0.2666666666666666,9501,9210,0.9693716450899904,6,4,0.5130200605378135
10,3,15,1,0,1,2,0,11,3,15,3,5,0.005,0.3333333333333333,9501,9183,0.9665298389643197,6,4,0.4369828940240073
10,3,15,1,0,1,2,11,0,15,3,0,4,0.005,0.3333333333333333,9501,9194,0.9676876118303336,6,4,0.42999143409788476
10,3,15,1,0,1,2,11,0,15,3,0,5,0.005,0.3333333333333333,9501,9212,0.9695821492474476,6,4,0.43698289402400714
10,3,15,1,0,1,2,11,0,15,3,1,4,0.005,0.2666666666666666,9501,9240,0.9725292074518472,6,4,0.505675131833342
10,3,15,1,0,1,2,11,0,15,3,1,5,0.005,0.2666666666666666,9501,9241,0.9726344595305756,6,4,0.5130200605378135
10,3,15,1,0,1,2,11,0,15,3,4,4,0.005,0.3333333333333333,9501,9199,0.9682138722239764,6,4,0.43698289402400725
10,3,15,1,0,1,2,11,0,15,3,4,5,0.005,0.3333333333333333,9501,9189,0.9671613514366908,6,4,0.4299914340978848
10,3,15,1,0,1,2,11,0,15,3,5,4,0.005,0.2666666666666666,9501,9220,0.970424165877276,6,4,0.5130200605378133
10,3,15,1,0,1,2,11,0,15,3,5,5,0.005,0.2666666666666666,9501,9227,0.971160930428376,6,4,0.5056751318333421
10,3,15,1,0,1,2,11,0,3,15,2,0,0.005,0.2666666666666666,9501,9241,0.9726344595305756,6,4,0.5056751318333421
10,3,15,1,0,1,2,11,0,3,15,2,1,0.005,0.3333333333333333,9501,9178,0.9660035785706768,6,4,0.42999143409788476
10,3,15,1,0,1,2,11,0,3,15,2,2,0.005,0.3333333333333333,9501,9185,0.9667403431217768,6,4,0.4369828940240073
10,3,15,1,0,1,2,11,0,3,15,2,3,0.005,0.2666666666666666,9501,9220,0.970424165877276,6,4,0.5130200605378135
10,3,15,1,0,1,2,11,0,3,15,3,0,0.005,0.2666666666666666,9501,9206,0.9689506367750764,6,4,0.5130200605378135
10,3,15,1,0,1,2,11,0,3,15,3,1,0.005,0.3333333333333333,9501,9183,0.9665298389643197,6,4,0.4369828940240073
10,3,15,1,0,1,2,11,0,3,15,3,2,0.005,0.3333333333333333,9501,9198,0.968108620145248,6,4,0.42999143409788476
10,3,15,1,0,1,2,11,0,3,15,3,3,0.005,0.2666666666666666,9501,9221,0.9705294179560048,6,4,0.5056751318333421
10,3,15,1,0,1,2,14,6,3,15,2,2,0.005,0.2,9501,9211,0.9694768971687192,8,4,0.48207599646923527
10,3,15,1,0,1,2,14,6,3,15,2,3,0.005,0.2,9501,9199,0.9682138722239764,8,4,0.48755506678755467
10,3,15,1,0,1,2,14,6,3,15,3,2,0.005,0.2,9501,9232,0.9716871908220188,8,4,0.48697762381174026
10,3,15,1,0,1,2,14,6,3,15,3,3,0.005,0.2,9501,9226,0.9710556783496476,8,4,0.49331098493162895
10,3,15,1,0,1,2,8,9,3,15,2,0,0.005,0.2,9501,9214,0.9697926534049048,8,4,0.49331098493162884
10,3,15,1,0,1,2,8,9,3,15,2,1,0.005,0.2,9501,9223,0.9707399221134616,8,4,0.48697762381174026
10,3,15,1,0,1,2,8,9,3,15,3,0,0.005,0.2,9501,9245,0.97305546784549,8,4,0.48755506678755467
10,3,15,1,0,1,2,8,9,3,15,3,1,0.005,0.2,9501,9224,0.9708451741921904,8,4,0.48207599646923527
10,3,15,1,0,2,0,11,7,3,15,2,2,0.005,0.2666666666666666,9501,9346,0.983685927797074,10,4,0.4920503880166793
10,3,15,1,0,2,0,11,7,3,15,2,3,0.005,0.3333333333333333,9501,9289,0.9776865593095464,10,4,0.4164147226743563
10,3,15,1,0,2,0,11,7,3,15,3,2,0.005,0.2666666666666666,9501,9348,0.9838964319545312,10,4,0.48465663987037094
10,3,15,1,0,2,0,11,7,3,15,3,3,0.005,0.3333333333333333,9501,9305,0.9793705925692032,10,4,0.40939574193047384
10,3,15,1,0,2,0,14,4,3,15,2,1,0.005,0.3333333333333333,9501,9254,0.9740027365540468,6,4,0.4428587540605205
10,3,15,1,0,2,0,14,4,3,15,3,1,0.005,0.3333333333333333,9501,9259,0.9745289969476896,6,4,0.4441208123308081
10,3,15,1,0,2,2,0,13,15,3,0,0,0.005,0.2,9501,9251,0.9736869803178612,6,4,0.4388331612853616
10,3,15,1,0,2,2,0,13,15,3,0,1,0.005,0.2,9501,9269,0.9755815177349751,6,4,0.4560519815115195
10,3,15,1,0,2,2,0,13,15,3,1,0,0.005,0.1333333333333333,9501,9330,0.9820018945374172,6,4,0.556340487855767
10,3,15,1,0,2,2,0,13,15,3,1,1,0.005,0.1333333333333333,9501,9326,0.981580886222503,6,4,0.5732129391776857
10,3,15,1,0,2,2,0,13,15,3,4,0,0.005,0.2,9501,9279,0.9766340385222608,6,4,0.45605198151151943
10,3,15,1,0,2,2,0,13,15,3,4,1,0.005,0.2,9501,9271,0.9757920218924324,6,4,0.43883316128536165
10,3,15,1,0,2,2,0,13,15,3,5,0,0.005,0.1333333333333333,9501,9312,0.9801073571203032,6,4,0.5732129391776857
10,3,15,1,0,2,2,0,13,15,3,5,1,0.005,0.1333333333333333,9501,9331,0.9821071466161456,6,4,0.5563404878557671
10,3,15,1,0,2,2,1,12,3,15,2,0,0.005,0.3333333333333333,9501,9173,0.965477318177034,10,4,0.4206114603517548
10,3,15,1,0,2,2,1,12,3,15,2,1,0.005,0.2666666666666666,9501,9271,0.9757920218924324,10,4,0.506533694084209
10,3,15,1,0,2,2,1,12,3,15,3,0,0.005,0.3333333333333333,9501,9173,0.965477318177034,10,4,0.42044837343244984
10,3,15,1,0,2,2,1,12,3,15,3,1,0.005,0.2666666666666666,9501,9264,0.9750552573413324,10,4,0.506628088636427
10,3,15,1,0,2,2,3,1,3,15,2,4,0.005,0.2,9501,9257,0.9743184927902326,8,4,0.4820736742262073
10,3,15,1,0,2,2,3,1,3,15,2,5,0.005,0.2,9501,9226,0.9710556783496476,8,4,0.4875503161504482
10,3,15,1,0,2,2,3,1,3,15,3,4,0.005,0.2,9501,9238,0.97231870329439,8,4,0.48654577682931566
10,3,15,1,0,2,2,3,1,3,15,3,5,0.005,0.2,9501,9230,0.9714766866645616,8,4,0.4924254851076701
10,3,15,1,0,2,2,6,7,3,15,2,4,0.005,0.2666666666666666,9501,9254,0.9740027365540468,10,4,0.4902856702597013
10,3,15,1,0,2,2,6,7,3,15,2,5,0.005,0.3333333333333333,9501,9177,0.9658983264919482,10,4,0.4117954575728304
10,3,15,1,0,2,2,6,7,3,15,3,4,0.005,0.2666666666666666,9501,9281,0.976844542679718,10,4,0.48994763876321573
10,3,15,1,0,2,2,6,7,3,15,3,5,0.005,0.3333333333333333,9501,9200,0.968319124302705,10,4,0.4112711443975888
10,3,15,1,1,0,0,11,4,3,15,2,0,0.005,0.2666666666666666,9501,9359,0.9850542048205452,10,4,0.48465663987037094
10,3,15,1,1,0,0,11,4,3,15,2,1,0.005,0.3333333333333333,9501,9278,0.9765287864435322,10,4,0.40939574193047384
10,3,15,1,1,0,0,11,4,3,15,3,0,0.005,0.2666666666666666,9501,9353,0.984422692348174,10,4,0.4920503880166793
10,3,15,1,1,0,0,11,4,3,15,3,1,0.005,0.3333333333333333,9501,9296,0.9784233238606462,10,4,0.4164147226743563
10,3,15,1,1,0,0,11,7,3,15,2,2,0.005,0.2666666666666666,9501,9339,0.982949163245974,10,4,0.48465663987037094
10,3,15,1,1,0,0,11,7,3,15,2,3,0.005,0.3333333333333333,9501,9306,0.9794758446479318,10,4,0.40939574193047384
10,3,15,1,1,0,0,11,7,3,15,3,2,0.005,0.2666666666666666,9501,9345,0.9835806757183454,10,4,0.4920503880166793
10,3,15,1,1,0,0,11,7,3,15,3,3,0.005,0.3333333333333333,9501,9292,0.978002315545732,10,4,0.4164147226743563
10,3,15,1,1,0,0,4,8,3,15,2,0,0.005,0.3333333333333333,9501,9314,0.9803178612777602,10,4,0.40939574193047384
10,3,15,1,1,0,0,4,8,3,15,2,1,0.005,0.2666666666666666,9501,9340,0.9830544153247026,10,4,0.48465663987037094
10,3,15,1,1,0,0,4,8,3,15,3,0,0.005,0.3333333333333333,9501,9336,0.9826334070097884,10,4,0.4164147226743563
10,3,15,1,1,0,0,4,8,3,15,3,1,0.005,0.2666666666666666,9501,9346,0.983685927797074,10,4,0.4920503880166793
10,3,15,1,1,0,0,5,1,3,15,2,4,0.005,0.3333333333333333,9501,9241,0.9726344595305756,6,4,0.4441208123308081
10,3,15,1,1,0,0,8,4,3,15,2,4,0.005,0.3333333333333333,9501,9312,0.9801073571203032,10,4,0.40939574193047384
10,3,15,1,1,0,0,8,4,3,15,2,5,0.005,0.2666666666666666,9501,9343,0.9833701715608884,10,4,0.48465663987037094
10,3,15,1,1,0,0,8,4,3,15,3,4,0.005,0.3333333333333333,9501,9301,0.978949584254289,10,4,0.4164147226743563
10,3,15,1,1,0,0,8,4,3,15,3,5,0.005,0.2666666666666666,9501,9352,0.9843174402694452,10,4,0.4920503880166793
10,3,15,1,1,0,1,4,3,3,15,2,2,0.005,0.2666666666666666,9501,9283,0.977055046837175,10,4,0.506533694084209
10,3,15,1,1,0,1,4,3,3,15,2,3,0.005,0.3333333333333333,9501,9207,0.9690558888538048,10,4,0.4206114603517548
10,3,15,1,1,0,1,4,3,3,15,3,2,0.005,0.2666666666666666,9501,9269,0.9755815177349751,10,4,0.5066280886364269
10,3,15,1,1,0,1,4,3,3,15,3,3,0.005,0.3333333333333333,9501,9174,0.9655825702557626,10,4,0.42044837343244973
10,3,15,1,1,0,1,7,0,3,15,2,0,0.005,0.1333333333333333,9501,9355,0.984633196505631,6,4,0.5732129391776857
10,3,15,1,1,0,1,7,0,3,15,2,1,0.005,0.2,9501,9268,0.9754762656562468,6,4,0.45605198151151954
10,3,15,1,1,0,1,7,0,3,15,2,2,0.005,0.2,9501,9273,0.9760025260498896,6,4,0.4388331612853618
10,3,15,1,1,0,1,7,0,3,15,2,3,0.005,0.1333333333333333,9501,9338,0.9828439111672456,6,4,0.5563404878557672
10,3,15,1,1,0,1,7,0,3,15,3,0,0.005,0.1333333333333333,9501,9339,0.982949163245974,6,4,0.5563404878557671
10,3,15,1,1,0,1,7,0,3,15,3,1,0.005,0.2,9501,9300,0.9788443321755604,6,4,0.4388331612853618
10,3,15,1,1,0,1,7,0,3,15,3,2,0.005,0.2,9501,9268,0.9754762656562468,6,4,0.45605198151151954
10,3,15,1,1,0,1,7,0,3,15,3,3,0.005,0.1333333333333333,9501,9331,0.9821071466161456,6,4,0.5732129391776857
10,3,15,1,1,0,1,7,6,3,15,2,0,0.005,0.2666666666666666,9501,9278,0.9765287864435322,10,4,0.48994763876321573
10,3,15,1,1,0,1,7,6,3,15,2,1,0.005,0.3333333333333333,9501,9169,0.9650563098621198,10,4,0.4112711443975888
10,3,15,1,1,0,1,7,6,3,15,3,0,0.005,0.2666666666666666,9501,9283,0.977055046837175,10,4,0.4902856702597013
10,3,15,1,1,0,1,7,6,3,15,3,1,0.005,0.3333333333333333,9501,9190,0.9672666035154194,10,4,0.4117954575728304
10,3,15,1,1,0,2,9,8,3,15,2,4,0.005,0.2,9501,9223,0.9707399221134616,8,4,0.48755506678755467
10,3,15,1,1,0,2,9,8,3,15,2,5,0.005,0.2,9501,9213,0.969687401326176,8,4,0.48207599646923527
10,3,15,1,1,0,2,9,8,3,15,3,4,0.005,0.2,9501,9222,0.9706346700347332,8,4,0.49331098493162884
10,3,15,1,1,0,2,9,8,3,15,3,5,0.005,0.2,9501,9232,0.9716871908220188,8,4,0.48697762381174026
10,3,15,1,2,0,0,11,4,3,15,2,0,0.005,0.2666666666666666,9501,9346,0.983685927797074,10,4,0.48465663987037094
10,3,15,1,2,0,0,11,4,3,15,2,1,0.005,0.3333333333333333,9501,9312,0.9801073571203032,10,4,0.40939574193047384
10,3,15,1,2,0,0,11,4,3,15,3,0,0.005,0.2666666666666666,9501,9364,0.985580465214188,10,4,0.4920503880166793
10,3,15,1,2,0,0,11,4,3,15,3,1,0.005,0.3333333333333333,9501,9297,0.9785285759393748,10,4,0.4164147226743563
10,3,15,1,2,0,0,14,7,3,15,2,2,0.005,0.2,9501,9144,0.962425007893906,8,4,0.43109139412473846
10,3,15,1,2,0,0,14,7,3,15,2,3,0.005,0.1333333333333333,9501,9295,0.9783180717819177,8,4,0.553089545486016
10,3,15,1,2,0,0,14,7,3,15,2,4,0.005,0.2,9501,9153,0.9633722766024628,8,4,0.5045294526670258
10,3,15,1,2,0,0,14,7,3,15,3,2,0.005,0.2,9501,9151,0.9631617724450058,8,4,0.4445182426136654
10,3,15,1,2,0,0,14,7,3,15,3,3,0.005,0.1333333333333333,9501,9272,0.9758972739711608,8,4,0.5669219489523737
10,3,15,1,2,0,0,14,7,3,15,3,4,0.005,0.2,9501,9145,0.9625302599726344,8,4,0.5189575957955583
10,3,15,1,2,0,0,7,8,3,15,2,0,0.005,0.1333333333333333,9501,9302,0.9790548363330176,8,4,0.553089545486016
10,3,15,1,2,0,0,7,8,3,15,2,1,0.005,0.2,9501,9163,0.9644247973897484,8,4,0.43109139412473846
10,3,15,1,2,0,0,7,8,3,15,2,4,0.005,0.2666666666666666,9501,9010,0.9483212293442796,8,4,0.41405167972560525
10,3,15,1,2,0,0,7,8,3,15,2,5,0.005,0.2,9501,9117,0.959583201768235,8,4,0.5045294526670258
10,3,15,1,2,0,0,7,8,3,15,3,0,0.005,0.1333333333333333,9501,9285,0.9772655509946322,8,4,0.5669219489523737
10,3,15,1,2,0,0,7,8,3,15,3,1,0.005,0.2,9501,9169,0.9650563098621198,8,4,0.4445182426136654
10,3,15,1,2,0,0,7,8,3,15,3,5,0.005,0.2,9501,9160,0.9641090411535628,8,4,0.5189575957955583
10,3,15,1,2,0,2,13,0,15,3,0,4,0.005,0.2,9501,9248,0.9733712240816756,6,4,0.45605198151151943
10,3,15,1,2,0,2,13,0,15,3,0,5,0.005,0.2,9501,9275,0.9762130302073466,6,4,0.43883316128536165
10,3,15,1,2,0,2,13,0,15,3,1,4,0.005,0.1333333333333333,9501,9343,0.9833701715608884,6,4,0.5732129391776857
10,3,15,1,2,0,2,13,0,15,3,1,5,0.005,0.1333333333333333,9501,9330,0.9820018945374172,6,4,0.5563404878557671
10,3,15,1,2,0,2,13,0,15,3,4,4,0.005,0.2,9501,9275,0.9762130302073466,6,4,0.4388331612853616
10,3,15,1,2,0,2,13,0,15,3,4,5,0.005,0.2,9501,9290,0.9777918113882748,6,4,0.4560519815115195
10,3,15,1,2,0,2,13,0,15,3,5,4,0.005,0.1333333333333333,9501,9342,0.9832649194821598,6,4,0.556340487855767
10,3,15,1,2,0,2,13,0,15,3,5,5,0.005,0.1333333333333333,9501,9332,0.9822123986948742,6,4,0.5732129391776857
10,3,15,1,2,0,2,13,6,3,15,2,2,0.005,0.2666666666666666,9501,9305,0.9793705925692032,10,4,0.45801121080887264
10,3,15,1,2,0,2,13,6,3,15,2,3,0.005,0.2666666666666666,9501,9291,0.9778970634670034,10,4,0.4576793783051574
10,3,15,1,2,0,2,13,6,3,15,3,2,0.005,0.2666666666666666,9501,9306,0.9794758446479318,10,4,0.45910951869547595
10,3,15,1,2,0,2,13,6,3,15,3,3,0.005,0.2666666666666666,9501,9329,0.9818966424586886,10,4,0.4591077373582548
10,3,15,1,2,0,2,7,3,3,15,2,2,0.005,0.2666666666666666,9501,9301,0.978949584254289,8,4,0.4813420368196169
10,3,15,1,2,0,2,7,3,3,15,2,3,0.005,0.3333333333333333,9501,9250,0.9735817282391328,8,4,0.4029546479517768
10,3,15,1,2,0,2,7,3,3,15,3,2,0.005,0.2666666666666666,9501,9311,0.9800021050415746,8,4,0.4894703549963461
10,3,15,1,2,0,2,7,3,3,15,3,3,0.005,0.3333333333333333,9501,9245,0.97305546784549,8,4,0.41080771239956726
10,3,15,11,0,1,0,13,11,3,15,2,0,0.005,0.2,9501,9118,0.9596884538469634,8,4,0.4445182426136654
10,3,15,11,0,1,0,13,11,3,15,2,1,0.005,0.1333333333333333,9501,9309,0.9797916008841174,8,4,0.5669219489523737
10,3,15,11,0,1,0,13,11,3,15,2,3,0.005,0.2,9501,9168,0.9649510577833912,8,4,0.5189575957955583
10,3,15,11,0,1,0,13,11,3,15,3,0,0.005,0.2,9501,9152,0.9632670245237344,8,4,0.4310913941247384
10,3,15,11,0,1,0,13,11,3,15,3,1,0.005,0.1333333333333333,9501,9290,0.9777918113882748,8,4,0.5530895454860159
10,3,15,11,0,1,0,13,11,3,15,3,3,0.005,0.2,9501,9157,0.9637932849173771,8,4,0.5045294526670258
10,3,15,11,0,1,0,13,14,3,15,2,4,0.005,0.3333333333333333,9501,9292,0.978002315545732,10,4,0.4164147226743561
10,3,15,11,0,1,0,13,14,3,15,2,5,0.005,0.2666666666666666,9501,9375,0.986738238080202,10,4,0.49205038801667916
10,3,15,11,0,1,0,13,14,3,15,3,4,0.005,0.3333333333333333,9501,9304,0.9792653404904746,10,4,0.4093957419304736
10,3,15,11,0,1,0,13,14,3,15,3,5,0.005,0.2666666666666666,9501,9348,0.9838964319545312,10,4,0.4846566398703708
10,3,15,11,0,1,0,13,2,3,15,2,1,0.005,0.2,9501,9156,0.9636880328386486,8,4,0.5189575957955583
10,3,15,11,0,1,0,13,2,3,15,2,4,0.005,0.1333333333333333,9501,9298,0.9786338280181034,8,4,0.5669219489523737
10,3,15,11,0,1,0,13,2,3,15,2,5,0.005,0.2,9501,9194,0.9676876118303336,8,4,0.4445182426136654
10,3,15,11,0,1,0,13,2,3,15,3,1,0.005,0.2,9501,9131,0.9610567308704346,8,4,0.5045294526670258
10,3,15,11,0,1,0,13,2,3,15,3,4,0.005,0.1333333333333333,9501,9317,0.980633617513946,8,4,0.5530895454860159
10,3,15,11,0,1,0,13,2,3,15,3,5,0.005,0.2,9501,9138,0.9617934954215346,8,4,0.4310913941247384
10,3,15,11,0,1,0,14,4,3,15,3,5,0.005,0.3333333333333333,9501,9236,0.9721081991369328,6,4,0.4441208123308081
10,3,15,11,0,1,0,2,13,3,15,2,0,0.005,0.1333333333333333,9501,9298,0.9786338280181034,8,4,0.5669219489523737
10,3,15,11,0,1,0,2,13,3,15,2,1,0.005,0.2,9501,9189,0.9671613514366908,8,4,0.4445182426136654
10,3,15,11,0,1,0,2,13,3,15,2,5,0.005,0.2,9501,9151,0.9631617724450058,8,4,0.5189575957955583
10,3,15,11,0,1,0,2,13,3,15,3,0,0.005,0.1333333333333333,9501,9279,0.9766340385222608,8,4,0.5530895454860159
10,3,15,11,0,1,0,2,13,3,15,3,1,0.005,0.2,9501,9187,0.9669508472792336,8,4,0.4310913941247384
10,3,15,11,0,1,0,2,13,3,15,3,4,0.005,0.2666666666666666,9501,9014,0.9487422376591936,8,4,0.41405167972560536
10,3,15,11,0,1,0,2,13,3,15,3,5,0.005,0.2,9501,9131,0.9610567308704346,8,4,0.5045294526670258
10,3,15,11,0,1,0,2,4,3,15,2,0,0.005,0.2,9501,9170,0.9651615619408483,8,4,0.5189575957955583
10,3,15,11,0,1,0,2,4,3,15,2,2,0.005,0.1333333333333333,9501,9269,0.9755815177349751,8,4,0.5669219489523737
10,3,15,11,0,1,0,2,4,3,15,2,3,0.005,0.2,9501,9172,0.9653720660983054,8,4,0.4445182426136654
10,3,15,11,0,1,0,2,4,3,15,3,0,0.005,0.2,9501,9181,0.9663193348068624,8,4,0.5045294526670258
10,3,15,11,0,1,0,2,4,3,15,3,1,0.005,0.2666666666666666,9501,9037,0.9511630354699504,8,4,0.41405167972560536
10,3,15,11,0,1,0,2,4,3,15,3,2,0.005,0.1333333333333333,9501,9301,0.978949584254289,8,4,0.5530895454860159
10,3,15,11,0,1,0,2,4,3,15,3,3,0.005,0.2,9501,9148,0.9628460162088202,8,4,0.4310913941247384
10,3,15,11,0,1,1,11,12,3,15,2,0,0.005,0.3333333333333333,9501,9155,0.96358278075992,10,4,0.4206114603517548
10,3,15,11,0,1,1,11,12,3,15,2,1,0.005,0.2666666666666666,9501,9308,0.9796863488053889,10,4,0.506533694084209
10,3,15,11,0,1,1,11,12,3,15,3,0,0.005,0.3333333333333333,9501,9140,0.9620039995789916,10,4,0.42044837343244984
10,3,15,11,0,1,1,11,12,3,15,3,1,0.005,0.2666666666666666,9501,9268,0.9754762656562468,10,4,0.506628088636427
10,3,15,11,0,1,1,11,9,3,15,2,2,0.005,0.3333333333333333,9501,9149,0.9629512682875488,10,4,0.4112711443975887
10,3,15,11,0,1,1,11,9,3,15,2,3,0.005,0.2666666666666666,9501,9294,0.9782128197031892,10,4,0.4899476387632156
10,3,15,11,0,1,1,11,9,3,15,3,2,0.005,0.3333333333333333,9501,9159,0.9640037890748342,10,4,0.4117954575728303
10,3,15,11,0,1,1,11,9,3,15,3,3,0.005,0.2666666666666666,9501,9313,0.9802126091990316,10,4,0.4902856702597012
10,3,15,11,0,1,1,3,2,3,15,2,2,0.005,0.3333333333333333,9501,9269,0.9755815177349751,8,4,0.4108077123995672
10,3,15,11,0,1,1,3,2,3,15,2,3,0.005,0.2666666666666666,9501,9316,0.9805283654352174,8,4,0.4894703549963461
10,3,15,11,0,1,1,3,2,3,15,3,2,0.005,0.3333333333333333,9501,9252,0.97379223239659,8,4,0.4029546479517768
