t,m,l,a1,a2,a3,b1,b2,b3,emb_m,emb_l,aa,bb,p_phys,p_mask,no_test,no_success,p_log,min,adv,k
10,6,30,15,5,4,3,18,14,6,30,5,5,0.005,0.1333333333333333,10001,9673,0.9672032796720328,44,0.8003014596993163,16
10,6,30,9,5,4,3,4,17,6,30,3,2,0.005,0.1333333333333333,10001,9672,0.9671032896710328,22,0.5193172262592414,12
10,6,30,15,5,4,3,18,14,6,30,5,4,0.005,0.1333333333333333,10001,9672,0.9671032896710328,44,0.7992381079333174,16
10,6,30,15,1,2,0,9,7,6,30,2,5,0.005,0.1333333333333333,10001,9672,0.9671032896710328,44,0.8009302966856721,16
10,6,30,15,4,5,3,29,11,6,30,2,4,0.005,0.1333333333333333,10001,9672,0.9671032896710328,60,0.8028421703291232,16
10,6,30,15,1,2,4,23,17,6,30,2,4,0.005,0.1333333333333333,10001,9672,0.9671032896710328,60,0.8028421703291233,16
10,6,30,21,1,2,3,13,26,6,30,3,0,0.005,0.1333333333333333,10001,9671,0.967003299670033,22,0.5528850417969887,12
10,6,30,15,1,2,0,9,7,6,30,3,5,0.005,0.1333333333333333,10001,9671,0.967003299670033,44,0.8003014596993164,16
10,6,30,15,2,1,3,9,17,6,30,1,5,0.005,0.1333333333333333,10001,9671,0.967003299670033,44,0.8009302966856721,16
10,6,30,15,4,5,3,16,4,6,30,5,0,0.005,0.1333333333333333,10001,9671,0.967003299670033,60,0.802783889946462,16
10,6,30,15,1,2,4,23,17,6,30,2,0,0.005,0.1333333333333333,10001,9671,0.967003299670033,60,0.8028421703291232,16
10,6,30,15,1,2,0,9,7,6,30,3,4,0.005,0.1333333333333333,10001,9670,0.9669033096690332,44,0.7992381079333174,16
10,6,30,15,4,5,5,19,6,6,30,3,2,0.005,0.1333333333333333,10001,9669,0.9668033196680332,64,0.7957913019456836,12
10,6,30,15,1,2,0,9,7,6,30,1,5,0.005,0.1333333333333333,10001,9669,0.9668033196680332,44,0.800930296685672,16
10,6,30,15,1,2,0,9,7,6,30,0,4,0.005,0.1333333333333333,10001,9668,0.9667033296670332,44,0.7992381079333173,16
10,6,30,15,5,4,3,18,14,6,30,0,5,0.005,0.1333333333333333,10001,9668,0.9667033296670332,44,0.800930296685672,16
10,6,30,15,2,1,3,13,7,6,30,2,0,0.005,0.1333333333333333,10001,9667,0.9666033396660334,60,0.8028421703291233,16
10,6,30,15,4,5,3,29,11,6,30,1,4,0.005,0.1333333333333333,10001,9666,0.9665033496650336,60,0.8028421703291232,16
10,6,30,27,1,2,3,1,2,6,30,3,3,0.005,0.1333333333333333,10001,9665,0.9664033596640336,22,0.5193172262592419,12
10,6,30,15,5,4,3,18,14,6,30,4,4,0.005,0.1333333333333333,10001,9665,0.9664033596640336,44,0.7998652819218883,16
10,6,30,15,2,1,3,13,7,6,30,3,0,0.005,0.1333333333333333,10001,9665,0.9664033596640336,60,0.8027838899464621,16
10,6,30,15,4,5,3,16,4,6,30,0,0,0.005,0.1333333333333333,10001,9664,0.9663033696630337,60,0.802842170329123,16
10,6,30,15,1,2,4,23,17,6,30,0,0,0.005,0.1333333333333333,10001,9663,0.9662033796620338,60,0.8027838899464619,16
