t,m,ell,a1,a2,a3,b1,b2,b3,emb_m,emb_ell,aa,bb,p_phys,p_mask,no_test,no_success,p_log,d,k,adv
10,6,30,25,1,0,2,9,28,6,30,0,3,0.005,0.2,10001,9609,0.9608039196080392,18,8,0.5188177383587705
10,6,30,25,1,0,2,9,28,6,30,1,0,0.005,0.2,10001,9599,0.9598040195980402,18,8,0.47874385206913544
10,6,30,25,1,0,2,9,28,6,30,1,1,0.005,0.1666666666666666,10001,9712,0.9711028897110288,18,8,0.5328360472744395
10,6,30,25,1,0,2,9,28,6,30,1,3,0.005,0.2,10001,9626,0.9625037496250376,20,8,0.5145476928215568
10,6,30,25,1,0,4,7,14,6,30,2,0,0.005,0.2,10001,9607,0.9606039396060394,18,8,0.4988545214559235
10,6,30,25,1,0,4,7,14,6,30,2,2,0.005,0.1666666666666666,10001,9704,0.9703029697030296,18,8,0.5195817964658447
10,6,30,25,1,0,4,7,14,6,30,2,3,0.005,0.2,10001,9590,0.958904109589041,18,8,0.46549510687106477
10,6,30,25,1,0,4,7,14,6,30,3,0,0.005,0.2,10001,9583,0.9582041795820418,20,8,0.5092927132947986
10,6,30,25,1,0,4,7,14,6,30,3,2,0.005,0.1666666666666666,10001,9703,0.9702029797020298,20,8,0.5198211569244413
10,6,30,25,1,0,4,7,14,6,30,3,3,0.005,0.2,10001,9552,0.9551044895510448,20,8,0.46576883970650795
10,6,30,25,1,2,1,18,7,6,30,2,5,0.005,0.2333333333333333,10001,9437,0.9436056394360564,18,8,0.4751827453970698
10,6,30,25,1,2,1,18,7,6,30,3,4,0.005,0.2333333333333333,10001,9474,0.9473052694730528,18,8,0.4773829128875275
10,6,30,25,1,2,1,18,7,6,30,4,0,0.005,0.1666666666666666,10001,9709,0.9708029197080292,18,8,0.5115288890234079
10,6,30,25,1,2,1,18,7,6,30,4,1,0.005,0.2,10001,9548,0.9547045295470452,18,8,0.4575023193033377
10,6,30,25,1,2,1,18,7,6,30,4,5,0.005,0.2,10001,9591,0.959004099590041,18,8,0.5009909009246659
10,6,30,25,1,2,1,18,7,6,30,5,0,0.005,0.1666666666666666,10001,9687,0.9686031396860314,20,8,0.5215000730946308
10,6,30,25,1,2,1,18,7,6,30,5,1,0.005,0.2,10001,9568,0.9567043295670432,18,8,0.46739534488587203
10,6,30,25,1,2,1,18,7,6,30,5,5,0.005,0.2,10001,9586,0.9585041495850416,18,8,0.5102274260518139
10,6,30,25,1,2,1,27,28,6,30,0,2,0.005,0.1666666666666666,10001,9609,0.9608039196080392,18,8,0.5209190532999382
10,6,30,25,1,2,1,27,28,6,30,1,2,0.005,0.1666666666666666,10001,9603,0.9602039796020398,20,8,0.5227606560142346
10,6,30,25,1,2,1,27,28,6,30,1,3,0.005,0.2,10001,9532,0.9531046895310468,18,8,0.46791870864426066
10,6,30,25,1,2,1,27,28,6,30,4,0,0.005,0.1666666666666666,10001,9737,0.9736026397360265,20,8,0.5329305802281147
10,6,30,25,1,2,1,27,28,6,30,4,1,0.005,0.2,10001,9575,0.9574042595740426,18,8,0.4788236045167312
10,6,30,25,1,2,1,27,28,6,30,4,5,0.005,0.2,10001,9594,0.9593040695930408,18,8,0.5173203917050274
10,6,30,25,1,2,1,27,28,6,30,5,0,0.005,0.1666666666666666,10001,9691,0.969003099690031,20,8,0.5326081454752168
10,6,30,25,1,2,1,27,28,6,30,5,1,0.005,0.2,10001,9608,0.9607039296070392,18,8,0.4785393535673581
10,6,30,25,1,2,1,27,28,6,30,5,5,0.005,0.2,10001,9612,0.9611038896110388,18,8,0.5153211547145218
10,6,30,25,1,2,5,11,14,6,30,2,1,0.005,0.1666666666666666,10001,9578,0.9577042295770424,20,8,0.5163382945943724
10,6,30,25,1,2,5,11,14,6,30,3,1,0.005,0.1666666666666666,10001,9590,0.958904109589041,18,8,0.5130932999509804
10,6,30,25,2,1,1,1,9,6,30,0,1,0.005,0.2,10001,9611,0.961003899610039,18,8,0.5188177383587708
10,6,30,25,2,1,1,1,9,6,30,0,4,0.005,0.1666666666666666,10001,9692,0.9691030896910308,18,8,0.5334438942753047
10,6,30,25,2,1,1,1,9,6,30,0,5,0.005,0.2,10001,9589,0.9588041195880412,18,8,0.4793899471701899
10,6,30,25,2,1,1,1,9,6,30,1,1,0.005,0.2,10001,9564,0.9563043695630437,20,8,0.5145476928215569
10,6,30,25,2,1,1,1,9,6,30,1,4,0.005,0.1666666666666666,10001,9716,0.9715028497150284,18,8,0.5328360472744397
10,6,30,25,2,1,1,1,9,6,30,1,5,0.005,0.2,10001,9622,0.962103789621038,18,8,0.47874385206913567
10,6,30,25,2,1,1,8,17,6,30,2,4,0.005,0.2,10001,9532,0.9531046895310468,18,8,0.476742863351717
10,6,30,25,2,1,1,8,17,6,30,2,5,0.005,0.1666666666666666,10001,9600,0.95990400959904,18,8,0.5334369552867635
10,6,30,25,2,1,1,8,17,6,30,3,4,0.005,0.2,10001,9481,0.948005199480052,22,8,0.47462935775844217
10,6,30,25,2,1,1,8,17,6,30,3,5,0.005,0.1666666666666666,10001,9589,0.9588041195880412,22,8,0.5312249511574924
10,6,30,25,2,1,4,14,11,6,30,2,4,0.005,0.2,10001,9483,0.9482051794820516,16,8,0.457508421943398
10,6,30,25,2,1,4,14,11,6,30,2,5,0.005,0.1666666666666666,10001,9575,0.9574042595740426,16,8,0.5142877894295348
10,6,30,25,2,1,4,14,11,6,30,3,4,0.005,0.2,10001,9533,0.9532046795320468,16,8,0.45360113029001903
10,6,30,25,2,1,4,14,11,6,30,3,5,0.005,0.1666666666666666,10001,9602,0.96010398960104,16,8,0.5102488622562749
10,6,30,25,2,1,4,27,18,6,30,4,1,0.005,0.1666666666666666,10001,9568,0.9567043295670432,16,8,0.531676637556459
10,6,30,25,2,1,4,27,18,6,30,5,1,0.005,0.1666666666666666,10001,9593,0.9592040795920408,16,8,0.5310886843100919
10,6,30,25,2,1,5,14,11,6,30,2,4,0.005,0.2,10001,9476,0.9475052494750524,18,8,0.4563635061125507
10,6,30,25,2,1,5,14,11,6,30,2,5,0.005,0.1666666666666666,10001,9565,0.9564043595640436,20,8,0.5130932999509804
10,6,30,25,2,1,5,14,11,6,30,3,5,0.005,0.1666666666666666,10001,9602,0.96010398960104,18,8,0.5163382945943724
10,6,30,25,2,1,5,2,3,6,30,0,0,0.005,0.1666666666666666,10001,9723,0.9722027797220278,20,8,0.5326081454752168
10,6,30,25,2,1,5,2,3,6,30,0,1,0.005,0.2,10001,9589,0.9588041195880412,18,8,0.478539353567358
10,6,30,25,2,1,5,2,3,6,30,0,5,0.005,0.2,10001,9593,0.9592040795920408,18,8,0.5153211547145212
10,6,30,25,2,1,5,2,3,6,30,1,0,0.005,0.1666666666666666,10001,9712,0.9711028897110288,20,8,0.5329305802281143
10,6,30,25,2,1,5,2,3,6,30,1,1,0.005,0.2,10001,9599,0.9598040195980402,18,8,0.47882360451673106
10,6,30,25,2,1,5,2,3,6,30,1,5,0.005,0.2,10001,9607,0.9606039396060394,18,8,0.5173203917050274
10,6,30,25,2,1,5,2,3,6,30,2,2,0.005,0.1666666666666666,10001,9602,0.96010398960104,18,8,0.5209190532999376
10,6,30,25,2,1,5,2,3,6,30,2,3,0.005,0.2,10001,9535,0.9534046595340466,18,8,0.46616951875683726
10,6,30,25,2,1,5,2,3,6,30,3,2,0.005,0.1666666666666666,10001,9586,0.9585041495850416,20,8,0.5227606560142346
10,6,30,25,2,1,5,2,3,6,30,3,3,0.005,0.2,10001,9501,0.95000499950005,18,8,0.4679187086442605
10,6,30,25,2,3,1,27,4,6,30,4,4,0.005,0.1666666666666666,10001,9641,0.964003599640036,18,8,0.5259256060841777
10,6,30,25,2,3,1,27,4,6,30,4,5,0.005,0.2,10001,9513,0.9512048795120488,18,8,0.4710206643659421
10,6,30,25,2,3,1,27,4,6,30,5,4,0.005,0.1666666666666666,10001,9622,0.962103789621038,18,8,0.520447920392175
10,6,30,25,2,3,3,1,26,6,30,2,0,0.005,0.1666666666666666,10001,9552,0.9551044895510448,18,8,0.533756335420629
10,6,30,25,2,3,3,1,26,6,30,2,1,0.005,0.2,10001,9426,0.9425057494250576,20,8,0.4737394792100606
10,6,30,25,2,3,3,14,18,6,30,0,0,0.005,0.1666666666666666,10001,9540,0.953904609539046,16,8,0.5310886843100919
10,6,30,25,2,3,3,14,18,6,30,1,0,0.005,0.1666666666666666,10001,9570,0.956904309569043,16,8,0.5316766375564591
10,6,30,25,2,3,3,14,18,6,30,1,1,0.005,0.2,10001,9469,0.9468053194680532,16,8,0.4747712070949727
10,6,30,25,2,3,3,19,3,6,30,2,0,0.005,0.1666666666666666,10001,9601,0.96000399960004,16,8,0.5102488622562749
10,6,30,25,2,3,3,19,3,6,30,2,1,0.005,0.2,10001,9469,0.9468053194680532,16,8,0.45360113029001903
10,6,30,25,2,3,3,19,3,6,30,3,0,0.005,0.1666666666666666,10001,9600,0.95990400959904,16,8,0.5142877894295347
10,6,30,25,2,3,3,19,3,6,30,3,1,0.005,0.2,10001,9503,0.9502049795020496,16,8,0.457508421943398
10,6,30,25,2,3,3,26,12,6,30,0,0,0.005,0.1666666666666666,10001,9588,0.9587041295870412,16,8,0.531088684310092
10,6,30,25,2,3,3,26,12,6,30,0,1,0.005,0.2,10001,9482,0.948105189481052,16,8,0.47420303446893186
10,6,30,25,2,3,3,26,12,6,30,1,0,0.005,0.1666666666666666,10001,9600,0.95990400959904,16,8,0.5316766375564592
10,6,30,25,2,3,3,28,21,6,30,2,2,0.005,0.2,10001,9484,0.9483051694830515,18,8,0.474629357758442
10,6,30,25,2,3,3,28,21,6,30,2,3,0.005,0.1666666666666666,10001,9633,0.9632036796320368,20,8,0.5312249511574922
10,6,30,25,2,3,4,11,22,6,30,2,0,0.005,0.2,10001,9585,0.9584041595840416,20,8,0.46576883970650784
10,6,30,25,2,3,4,11,22,6,30,2,1,0.005,0.1666666666666666,10001,9701,0.97000299970003,18,8,0.5198211569244415
10,6,30,25,2,3,4,11,22,6,30,2,3,0.005,0.2,10001,9589,0.9588041195880412,18,8,0.5092927132947986
10,6,30,25,2,3,4,11,22,6,30,3,1,0.005,0.1666666666666666,10001,9694,0.9693030696930308,18,8,0.5195817964658448
10,6,30,25,2,3,4,11,22,6,30,3,3,0.005,0.2,10001,9593,0.9592040795920408,20,8,0.49885452145592346
10,6,30,25,2,3,4,14,13,6,30,4,4,0.005,0.1666666666666666,10001,9650,0.9649035096490352,20,8,0.5257993443862011
10,6,30,25,2,3,4,14,13,6,30,4,5,0.005,0.2,10001,9536,0.9535046495350464,18,8,0.4709859551738709
10,6,30,25,2,3,4,14,13,6,30,5,4,0.005,0.1666666666666666,10001,9653,0.9652034796520348,18,8,0.5228895078313229
10,6,30,25,2,3,4,24,13,6,30,3,2,0.005,0.2333333333333333,10001,9433,0.9432056794320568,18,8,0.4816783558829002
10,6,30,25,2,3,4,24,13,6,30,4,4,0.005,0.1666666666666666,10001,9663,0.9662033796620338,22,8,0.5205872063287431
10,6,30,25,2,3,4,24,13,6,30,4,5,0.005,0.2,10001,9516,0.9515048495150484,18,8,0.46571617508669566
10,6,30,25,2,3,4,24,13,6,30,5,4,0.005,0.1666666666666666,10001,9632,0.9631036896310368,18,8,0.5231439124044589
10,6,30,25,2,3,4,4,17,6,30,2,2,0.005,0.2,10001,9602,0.96010398960104,18,8,0.5092927132947987
10,6,30,25,2,3,4,4,17,6,30,2,4,0.005,0.2,10001,9623,0.9622037796220378,18,8,0.4657688397065081
10,6,30,25,2,3,4,4,17,6,30,2,5,0.005,0.1666666666666666,10001,9699,0.9698030196980302,20,8,0.5198211569244414
10,6,30,25,2,3,4,4,17,6,30,3,2,0.005,0.2,10001,9588,0.9587041295870412,18,8,0.4988545214559237
10,6,30,25,2,3,4,4,17,6,30,3,4,0.005,0.2,10001,9561,0.956004399560044,18,8,0.46549510687106493
10,6,30,25,2,3,4,4,17,6,30,3,5,0.005,0.1666666666666666,10001,9696,0.9695030496950304,18,8,0.5195817964658447
10,6,30,25,2,3,5,13,26,6,30,0,4,0.005,0.2,10001,9566,0.9565043495650436,20,8,0.4679187086442605
10,6,30,25,2,3,5,13,26,6,30,0,5,0.005,0.1666666666666666,10001,9617,0.9616038396160383,18,8,0.5227606560142345
10,6,30,25,2,3,5,13,26,6,30,1,4,0.005,0.2,10001,9519,0.9518048195180482,20,8,0.4661695187568372
10,6,30,25,2,3,5,13,26,6,30,1,5,0.005,0.1666666666666666,10001,9598,0.9597040295970404,18,8,0.5209190532999376
10,6,30,25,2,3,5,13,26,6,30,2,0,0.005,0.2,10001,9539,0.9538046195380462,18,8,0.5173203917050274
10,6,30,25,2,3,5,13,26,6,30,2,2,0.005,0.1666666666666666,10001,9689,0.9688031196880312,18,8,0.5329305802281146
10,6,30,25,2,3,5,13,26,6,30,2,3,0.005,0.2,10001,9590,0.958904109589041,18,8,0.4788236045167315
10,6,30,25,2,3,5,13,26,6,30,3,0,0.005,0.2,10001,9618,0.9617038296170384,20,8,0.5153211547145217
10,6,30,25,2,3,5,13,26,6,30,3,2,0.005,0.1666666666666666,10001,9700,0.96990300969903,20,8,0.5326081454752168
10,6,30,25,2,3,5,13,26,6,30,3,3,0.005,0.2,10001,9585,0.9584041595840416,18,8,0.4785393535673584
10,6,30,25,2,3,5,27,18,6,30,4,4,0.005,0.2,10001,9488,0.9487051294870512,18,8,0.4563635061125505
10,6,30,25,2,3,5,27,18,6,30,4,5,0.005,0.1666666666666666,10001,9587,0.9586041395860414,22,8,0.5130932999509801
10,6,30,25,2,3,5,27,18,6,30,5,5,0.005,0.1666666666666666,10001,9586,0.9585041495850416,18,8,0.5163382945943722
10,6,30,25,3,2,1,29,26,6,30,2,1,0.005,0.1666666666666666,10001,9571,0.957004299570043,18,8,0.5312249511574939
10,6,30,25,3,2,1,29,26,6,30,3,0,0.005,0.2,10001,9504,0.9503049695030495,18,8,0.47674286335171817
10,6,30,25,3,2,1,29,26,6,30,3,1,0.005,0.1666666666666666,10001,9601,0.96000399960004,18,8,0.5334369552867645
10,6,30,25,3,2,2,19,8,6,30,2,0,0.005,0.2,10001,9619,0.9618038196180382,18,8,0.5145476928215567
10,6,30,25,3,2,2,19,8,6,30,2,2,0.005,0.1666666666666666,10001,9696,0.9695030496950304,18,8,0.5328360472744397
10,6,30,25,3,2,2,19,8,6,30,2,3,0.005,0.2,10001,9613,0.9612038796120388,18,8,0.4787438520691356
10,6,30,25,3,2,2,19,8,6,30,3,0,0.005,0.2,10001,9621,0.962003799620038,18,8,0.5188177383587704
10,6,30,25,3,2,2,19,8,6,30,3,2,0.005,0.1666666666666666,10001,9747,0.9746025397460254,18,8,0.5334438942753048
10,6,30,25,3,2,2,19,8,6,30,3,3,0.005,0.2,10001,9569,0.9568043195680432,18,8,0.47938994717018985
10,6,30,25,3,2,2,21,24,6,30,0,1,0.005,0.1666666666666666,10001,9571,0.957004299570043,16,8,0.5316766375564592
10,6,30,25,3,2,3,7,8,6,30,4,1,0.005,0.2,10001,9581,0.958004199580042,18,8,0.51879464581652
10,6,30,25,3,2,3,7,8,6,30,4,4,0.005,0.1666666666666666,10001,9698,0.9697030296970304,18,8,0.5361679425905548
10,6,30,25,3,2,3,7,8,6,30,4,5,0.005,0.2,10001,9656,0.9655034496550344,20,8,0.4821278676569221
10,6,30,25,3,2,3,7,8,6,30,5,1,0.005,0.2,10001,9625,0.9624037596240376,20,8,0.5182598244714433
10,6,30,25,3,2,3,7,8,6,30,5,4,0.005,0.1666666666666666,10001,9697,0.9696030396960305,18,8,0.5336154396565572
10,6,30,25,3,2,3,7,8,6,30,5,5,0.005,0.2,10001,9596,0.9595040495950404,18,8,0.4796265828895413
10,6,30,25,3,2,5,13,11,6,30,4,4,0.005,0.2,10001,9519,0.9518048195180482,18,8,0.47098595517387054
10,6,30,25,3,2,5,13,11,6,30,4,5,0.005,0.1666666666666666,10001,9645,0.9644035596440356,18,8,0.5257993443862006
10,6,30,25,3,2,5,13,11,6,30,5,4,0.005,0.2,10001,9495,0.9494050594940506,18,8,0.4681592969624828
10,6,30,25,3,2,5,13,11,6,30,5,5,0.005,0.1666666666666666,10001,9632,0.9631036896310368,22,8,0.522889507831323
10,6,30,25,3,2,5,16,27,6,30,2,2,0.005,0.2,10001,9462,0.946105389461054,18,8,0.47428430213567213
10,6,30,25,3,2,5,16,27,6,30,2,3,0.005,0.1666666666666666,10001,9615,0.9614038596140386,18,8,0.5310384108880198
10,6,30,25,3,2,5,16,27,6,30,3,2,0.005,0.2,10001,9456,0.9455054494550544,20,8,0.47454559990731426
10,6,30,25,3,2,5,16,27,6,30,3,3,0.005,0.1666666666666666,10001,9615,0.9614038596140386,20,8,0.5313732896707833
10,6,30,25,3,2,5,2,16,6,30,4,1,0.005,0.1666666666666666,10001,9607,0.9606039396060394,22,8,0.5231439124044592
10,6,30,25,3,2,5,2,16,6,30,5,1,0.005,0.1666666666666666,10001,9605,0.9604039596040396,18,8,0.5205872063287431
10,6,30,25,3,4,0,29,26,6,30,2,0,0.005,0.2,10001,9495,0.9494050594940506,16,8,0.4742030344689332
10,6,30,25,3,4,0,29,26,6,30,2,1,0.005,0.1666666666666666,10001,9597,0.9596040395960403,16,8,0.5310886843100932
10,6,30,25,3,4,0,29,26,6,30,3,0,0.005,0.2,10001,9459,0.9458054194580542,16,8,0.4747712070949742
10,6,30,25,3,4,0,29,26,6,30,3,1,0.005,0.1666666666666666,10001,9610,0.960903909609039,16,8,0.5316766375564604
10,6,30,25,3,4,1,19,8,6,30,2,0,0.005,0.2,10001,9598,0.9597040295970404,20,8,0.5153211547145213
10,6,30,25,3,4,1,19,8,6,30,2,2,0.005,0.1666666666666666,10001,9695,0.9694030596940306,18,8,0.5326081454752168
10,6,30,25,3,4,1,19,8,6,30,2,3,0.005,0.2,10001,9591,0.959004099590041,18,8,0.47853935356735805
10,6,30,25,3,4,1,19,8,6,30,3,0,0.005,0.2,10001,9598,0.9597040295970404,18,8,0.5173203917050275
10,6,30,25,3,4,1,19,8,6,30,3,2,0.005,0.1666666666666666,10001,9720,0.971902809719028,18,8,0.5329305802281146
10,6,30,25,3,4,1,19,8,6,30,3,3,0.005,0.2,10001,9594,0.9593040695930408,18,8,0.4788236045167311
10,6,30,25,3,4,1,19,8,6,30,4,4,0.005,0.2,10001,9521,0.952004799520048,18,8,0.4679187086442607
10,6,30,25,3,4,1,19,8,6,30,4,5,0.005,0.1666666666666666,10001,9633,0.9632036796320368,20,8,0.5227606560142346
10,6,30,25,3,4,1,19,8,6,30,5,4,0.005,0.2,10001,9511,0.951004899510049,18,8,0.4661695187568374
10,6,30,25,3,4,1,19,8,6,30,5,5,0.005,0.1666666666666666,10001,9623,0.9622037796220378,18,8,0.5209190532999378
10,6,30,25,3,4,3,9,7,6,30,2,4,0.005,0.1666666666666666,10001,9559,0.9558044195580442,16,8,0.5142877894295343
10,6,30,25,3,4,3,9,7,6,30,3,4,0.005,0.1666666666666666,10001,9552,0.9551044895510448,16,8,0.5102488622562745
10,6,30,25,3,4,3,9,7,6,30,3,5,0.005,0.2,10001,9502,0.95010498950105,16,8,0.45360113029001914
10,6,30,25,3,4,5,18,29,6,30,0,0,0.005,0.1666666666666666,10001,9628,0.9627037296270372,18,8,0.515414419823326
10,6,30,25,3,4,5,18,29,6,30,1,0,0.005,0.1666666666666666,10001,9650,0.9649035096490352,18,8,0.5115989498283804
10,6,30,25,3,4,5,18,29,6,30,4,1,0.005,0.1666666666666666,10001,9627,0.9626037396260374,18,8,0.515414419823326
10,6,30,25,3,4,5,18,29,6,30,5,0,0.005,0.2,10001,9533,0.9532046795320468,18,8,0.4568878800216569
10,6,30,25,3,4,5,18,29,6,30,5,1,0.005,0.1666666666666666,10001,9659,0.9658034196580342,18,8,0.5115989498283804
10,6,30,25,4,3,1,23,9,6,30,2,1,0.005,0.1666666666666666,10001,9667,0.9666033396660334,18,8,0.5228895078313236
10,6,30,25,4,3,1,23,9,6,30,3,0,0.005,0.2,10001,9527,0.9526047395260474,18,8,0.4709859551738709
10,6,30,25,4,3,1,23,9,6,30,3,1,0.005,0.1666666666666666,10001,9645,0.9644035596440356,18,8,0.5257993443862012
10,6,30,25,4,3,3,1,20,6,30,0,1,0.005,0.1666666666666666,10001,9564,0.9563043695630437,18,8,0.5368445553502247
10,6,30,25,4,3,3,1,20,6,30,1,1,0.005,0.1666666666666666,10001,9574,0.9573042695730428,18,8,0.53375633542063
10,6,30,25,4,3,3,8,19,6,30,2,2,0.005,0.2,10001,9605,0.9604039596040396,18,8,0.47962658288954124
10,6,30,25,4,3,3,8,19,6,30,2,3,0.005,0.1666666666666666,10001,9683,0.9682031796820318,18,8,0.5336154396565573
10,6,30,25,4,3,3,8,19,6,30,2,4,0.005,0.2,10001,9595,0.9594040595940406,18,8,0.5182598244714429
10,6,30,25,4,3,3,8,19,6,30,3,2,0.005,0.2,10001,9559,0.9558044195580442,18,8,0.48212786765692206
10,6,30,25,4,3,3,8,19,6,30,3,3,0.005,0.1666666666666666,10001,9678,0.9677032296770324,20,8,0.5361679425905548
10,6,30,25,4,3,3,8,19,6,30,3,4,0.005,0.2,10001,9597,0.9596040395960403,18,8,0.5187946458165198
10,6,30,25,4,3,4,8,19,6,30,2,2,0.005,0.2,10001,9611,0.961003899610039,18,8,0.4793899471701898
10,6,30,25,4,3,4,8,19,6,30,2,3,0.005,0.1666666666666666,10001,9709,0.9708029197080292,18,8,0.5334438942753048
10,6,30,25,4,3,4,8,19,6,30,2,4,0.005,0.2,10001,9570,0.956904309569043,18,8,0.5188177383587704
10,6,30,25,4,3,4,8,19,6,30,3,2,0.005,0.2,10001,9617,0.9616038396160383,18,8,0.4787438520691356
10,6,30,25,4,3,4,8,19,6,30,3,3,0.005,0.1666666666666666,10001,9704,0.9703029697030296,18,8,0.5328360472744398
10,6,30,25,4,3,4,8,19,6,30,3,4,0.005,0.2,10001,9577,0.9576042395760423,18,8,0.5145476928215567
10,6,30,25,4,5,2,21,24,6,30,4,0,0.005,0.2,10001,9470,0.946905309469053,16,8,0.4747712070949729
10,6,30,25,4,5,2,21,24,6,30,4,1,0.005,0.1666666666666666,10001,9566,0.9565043495650436,16,8,0.5316766375564591
10,6,30,25,4,5,2,21,24,6,30,5,0,0.005,0.2,10001,9459,0.9458054194580542,16,8,0.47420303446893197
10,6,30,25,4,5,2,21,24,6,30,5,1,0.005,0.1666666666666666,10001,9572,0.9571042895710428,16,8,0.5310886843100919
10,6,30,25,4,5,5,7,3,6,30,0,1,0.005,0.2,10001,9585,0.9584041595840416,18,8,0.5188177383587707
10,6,30,25,4,5,5,7,3,6,30,0,4,0.005,0.1666666666666666,10001,9736,0.9735026497350264,20,8,0.5334438942753049
10,6,30,25,4,5,5,7,3,6,30,0,5,0.005,0.2,10001,9575,0.9574042595740426,18,8,0.47938994717019007
10,6,30,25,4,5,5,7,3,6,30,1,1,0.005,0.2,10001,9605,0.9604039596040396,18,8,0.5145476928215569
10,6,30,25,4,5,5,7,3,6,30,1,4,0.005,0.1666666666666666,10001,9701,0.97000299970003,18,8,0.53283604727444
10,6,30,25,4,5,5,7,3,6,30,1,5,0.005,0.2,10001,9601,0.96000399960004,18,8,0.4787438520691359
10,6,30,25,5,0,3,27,1,6,30,2,4,0.005,0.1666666666666666,10001,9596,0.9595040495950404,16,8,0.5316766375564603
10,6,30,25,5,0,3,27,1,6,30,2,5,0.005,0.2,10001,9514,0.9513048695130488,16,8,0.4747712070949744
10,6,30,25,5,0,3,27,1,6,30,3,5,0.005,0.2,10001,9445,0.9444055594440556,16,8,0.47420303446893325
10,6,30,25,5,0,3,8,6,6,30,0,0,0.005,0.1666666666666666,10001,9563,0.9562043795620438,16,8,0.531088684310092
10,6,30,25,5,0,3,8,6,6,30,0,1,0.005,0.2,10001,9530,0.952904709529047,16,8,0.47420303446893175
10,6,30,25,5,0,3,8,6,6,30,1,0,0.005,0.1666666666666666,10001,9581,0.958004199580042,16,8,0.5316766375564591
10,6,30,25,5,0,4,16,23,6,30,2,2,0.005,0.2,10001,9620,0.961903809619038,18,8,0.514547692821557
10,6,30,25,5,0,4,16,23,6,30,2,4,0.005,0.2,10001,9610,0.960903909609039,18,8,0.47874385206913544
10,6,30,25,5,0,4,16,23,6,30,2,5,0.005,0.1666666666666666,10001,9706,0.9705029497050296,20,8,0.5328360472744397
10,6,30,25,5,0,4,16,23,6,30,3,2,0.005,0.2,10001,9636,0.9635036496350364,18,8,0.5188177383587708
10,6,30,25,5,0,4,16,23,6,30,3,5,0.005,0.1666666666666666,10001,9738,0.9737026297370264,18,8,0.5334438942753047
10,6,30,25,5,0,5,12,25,6,30,0,0,0.005,0.1666666666666666,10001,9659,0.9658034196580342,10,8,0.5234267764194387
10,6,30,25,5,0,5,12,25,6,30,0,1,0.005,0.2,10001,9619,0.9618038196180382,10,8,0.469006758050278
10,6,30,25,5,0,5,12,25,6,30,0,2,0.005,0.2,10001,9572,0.9571042895710428,10,8,0.48018804543158433
10,6,30,25,5,0,5,12,25,6,30,1,0,0.005,0.1666666666666666,10001,9610,0.960903909609039,10,8,0.5345078075167898
10,6,30,25,5,0,5,12,25,6,30,1,1,0.005,0.2,10001,9624,0.9623037696230377,10,8,0.480188045431584
10,6,30,25,5,0,5,12,25,6,30,1,2,0.005,0.2,10001,9629,0.9628037196280372,10,8,0.46900675805027814
10,6,30,25,5,0,5,12,25,6,30,1,3,0.005,0.1666666666666666,10001,9610,0.960903909609039,10,8,0.5234267764194385
10,6,30,25,5,0,5,13,0,6,30,2,0,0.005,0.1666666666666666,10001,9626,0.9625037496250376,10,8,0.5345078075167901
10,6,30,25,5,0,5,13,0,6,30,2,1,0.005,0.2,10001,9612,0.9611038896110388,10,8,0.48018804543158444
10,6,30,25,5,0,5,13,0,6,30,2,2,0.005,0.2,10001,9614,0.9613038696130388,10,8,0.4690067580502783
10,6,30,25,5,0,5,13,0,6,30,2,3,0.005,0.1666666666666666,10001,9668,0.9667033296670332,10,8,0.5234267764194387
10,6,30,25,5,0,5,13,0,6,30,3,0,0.005,0.1666666666666666,10001,9623,0.9622037796220378,10,8,0.5234267764194387
10,6,30,25,5,0,5,13,0,6,30,3,1,0.005,0.2,10001,9610,0.960903909609039,10,8,0.4690067580502783
10,6,30,25,5,0,5,13,0,6,30,3,2,0.005,0.2,10001,9592,0.9591040895910408,10,8,0.4801880454315845
10,6,30,25,5,0,5,13,0,6,30,3,3,0.005,0.1666666666666666,10001,9638,0.9637036296370364,10,8,0.5345078075167901
10,6,30,25,5,0,5,6,1,6,30,4,0,0.005,0.2,10001,9608,0.9607039296070392,10,8,0.4690067580502781
10,6,30,25,5,0,5,6,1,6,30,4,1,0.005,0.1666666666666666,10001,9687,0.9686031396860314,10,8,0.5234267764194387
10,6,30,25,5,0,5,6,1,6,30,4,4,0.005,0.2,10001,9610,0.960903909609039,10,8,0.4801880454315846
10,6,30,25,5,0,5,6,1,6,30,4,5,0.005,0.1666666666666666,10001,9649,0.9648035196480352,10,8,0.5345078075167904
10,6,30,25,5,0,5,6,1,6,30,5,0,0.005,0.2,10001,9616,0.9615038496150384,10,8,0.480188045431584
10,6,30,25,5,0,5,6,1,6,30,5,1,0.005,0.1666666666666666,10001,9703,0.9702029797020298,10,8,0.5345078075167898
10,6,30,25,5,0,5,6,1,6,30,5,4,0.005,0.2,10001,9620,0.961903809619038,10,8,0.4690067580502784
10,6,30,25,5,0,5,6,1,6,30,5,5,0.005,0.1666666666666666,10001,9645,0.9644035596440356,10,8,0.5234267764194389
10,6,30,25,5,0,5,7,12,6,30,4,0,0.005,0.2,10001,9671,0.967003299670033,10,8,0.4801880454315841
10,6,30,25,5,0,5,7,12,6,30,4,1,0.005,0.1666666666666666,10001,9634,0.9633036696330368,10,8,0.53450780751679
