t,m,l,a1,a2,a3,b1,b2,b3,emb_m,emb_l,aa,bb,p_phys,p_mask,no_test,no_success,p_log,min,adv,k
10,3,30,5,2,0,1,29,7,3,30,3,0,0.005,0.2666666666666666,10001,9658,0.9657034296570344,34,0.45468733401030065,8
10,3,30,5,1,2,2,3,7,3,30,3,5,0.005,0.3,10001,9657,0.9656034396560343,34,0.44590513946604327,8
10,3,30,5,2,0,2,2,19,3,30,3,5,0.005,0.2666666666666666,10001,9655,0.9654034596540346,34,0.45481329449223856,8
10,3,30,25,1,0,0,26,27,3,30,2,3,0.005,0.3,10001,9647,0.9646035396460354,22,0.428927141835996,8
10,3,30,25,1,0,0,26,27,3,30,3,3,0.005,0.3,10001,9646,0.9645035496450356,22,0.4320179740745968,8
10,3,30,12,1,2,0,2,25,3,30,2,3,0.005,0.2333333333333333,10001,9644,0.9643035696430357,28,0.44595150512368936,8
10,3,30,5,1,2,2,3,7,3,30,2,4,0.005,0.3,10001,9644,0.9643035696430357,34,0.44678187699213723,8
10,3,30,5,2,0,1,29,7,3,30,2,1,0.005,0.2666666666666666,10001,9644,0.9643035696430357,34,0.4570937823755381,8
10,3,30,10,0,1,1,14,27,3,30,5,2,0.005,0.3666666666666666,10001,9640,0.963903609639036,30,0.4754257899180874,8
10,3,30,27,2,1,0,14,7,3,30,3,4,0.005,0.3333333333333333,10001,9635,0.9634036596340366,28,0.4787549755848901,8
10,3,30,27,2,1,0,14,7,3,30,2,4,0.005,0.3333333333333333,10001,9629,0.9628037196280372,28,0.4787549755848901,8
10,3,30,5,1,2,2,3,7,3,30,3,4,0.005,0.3,10001,9623,0.9622037796220378,34,0.446986048527999,8
10,3,30,27,2,1,0,14,7,3,30,3,2,0.005,0.3333333333333333,10001,9620,0.961903809619038,28,0.44599208266344786,8
10,3,30,10,0,1,1,14,27,3,30,5,5,0.005,0.3333333333333333,10001,9617,0.9616038396160383,30,0.4790999782123945,8
10,3,30,21,1,2,0,5,4,3,30,2,3,0.005,0.3,10001,9613,0.9612038796120388,34,0.4614501366869452,8
10,3,30,5,1,2,2,3,7,3,30,2,5,0.005,0.3,10001,9610,0.960903909609039,34,0.44574257625720026,8
10,3,30,21,1,2,0,5,4,3,30,3,3,0.005,0.3,10001,9609,0.9608039196080392,34,0.4614501366869452,8
10,3,30,10,0,1,1,14,27,3,30,4,5,0.005,0.3333333333333333,10001,9599,0.9598040195980402,30,0.4764809063488479,8
10,3,30,20,1,0,1,23,16,3,30,3,0,0.005,0.3666666666666666,10001,9597,0.9596040395960403,30,0.4416071744204007,8
10,3,30,27,2,1,0,14,7,3,30,2,2,0.005,0.3333333333333333,10001,9597,0.9596040395960403,28,0.44599208266344786,8
10,3,30,10,0,1,1,14,27,3,30,4,4,0.005,0.3666666666666666,10001,9593,0.9592040795920408,30,0.44160717442040065,8
10,3,30,25,0,2,0,1,19,3,30,2,0,0.005,0.4,10001,9588,0.9587041295870412,38,0.4214325955109313,8
10,3,30,15,1,2,1,21,14,3,30,2,3,0.005,0.1,10001,9583,0.9582041795820418,44,0.8382489606062133,12
10,3,30,10,0,1,1,14,27,3,30,5,4,0.005,0.3666666666666666,10001,9582,0.958104189581042,30,0.44420871068445694,8
10,3,30,10,0,1,1,14,27,3,30,4,2,0.005,0.3666666666666666,10001,9581,0.958004199580042,30,0.47497760250983223,8
10,3,30,15,2,1,2,21,14,3,30,2,2,0.005,0.1,10001,9580,0.957904209579042,44,0.838838067276304,12
10,3,30,25,0,2,0,1,19,3,30,2,4,0.005,0.4,10001,9579,0.9578042195780422,38,0.4214325955109312,8
10,3,30,25,0,1,2,19,2,3,30,2,1,0.005,0.4333333333333333,10001,9578,0.9577042295770424,34,0.401846767041403,8
10,3,30,20,1,0,1,23,16,3,30,3,3,0.005,0.3666666666666666,10001,9578,0.9577042295770424,30,0.47497760250983223,8
10,3,30,5,0,2,2,1,18,3,30,2,3,0.005,0.4,10001,9575,0.9574042595740426,30,0.40910861124654835,8
10,3,30,15,1,2,1,6,7,3,30,2,4,0.005,0.1,10001,9573,0.9572042795720428,64,0.8417896913330538,12
10,3,30,15,2,1,1,12,13,3,30,2,2,0.005,0.1,10001,9572,0.9571042895710428,64,0.8417896913330539,12
10,3,30,15,1,2,1,11,3,3,30,2,0,0.005,0.1,10001,9571,0.957004299570043,44,0.8390619411439335,12
10,3,30,15,1,2,2,1,24,3,30,2,3,0.005,0.1,10001,9571,0.957004299570043,64,0.8417896913330539,12
10,3,30,15,1,2,1,3,1,3,30,3,5,0.005,0.1,10001,9570,0.956904309569043,44,0.8382489606062132,12
10,3,30,25,0,1,2,19,2,3,30,3,1,0.005,0.4333333333333333,10001,9569,0.9568043195680432,34,0.40033106637775545,8
10,3,30,25,0,2,0,1,19,3,30,3,4,0.005,0.4,10001,9569,0.9568043195680432,38,0.4218057757191414,8
10,3,30,15,2,1,1,11,24,3,30,2,3,0.005,0.1,10001,9569,0.9568043195680432,64,0.8417896913330538,12
10,3,30,10,1,0,2,1,8,3,30,5,1,0.005,0.4,10001,9568,0.9567043295670432,34,0.45418827369892417,8
10,3,30,15,1,2,2,7,6,3,30,2,0,0.005,0.1,10001,9568,0.9567043295670432,64,0.8419039207891019,12
10,3,30,15,1,2,2,29,27,3,30,3,1,0.005,0.1,10001,9561,0.956004399560044,44,0.8384571482239103,12
10,3,30,10,1,0,1,17,21,3,30,3,0,0.005,0.4,10001,9560,0.955904409559044,34,0.45575291116338745,8
10,3,30,15,1,2,1,11,3,3,30,3,1,0.005,0.1,10001,9560,0.955904409559044,44,0.838248960606213,12
10,3,30,15,1,2,1,24,13,3,30,2,4,0.005,0.1,10001,9560,0.955904409559044,64,0.841789691333054,12
10,3,30,15,2,1,2,12,23,3,30,3,2,0.005,0.1,10001,9560,0.955904409559044,64,0.841789691333054,12
10,3,30,5,0,2,2,1,18,3,30,3,3,0.005,0.4,10001,9558,0.9557044295570444,30,0.40926548794819684,8
10,3,30,15,1,2,1,19,6,3,30,3,3,0.005,0.1,10001,9558,0.9557044295570444,64,0.841789691333054,12
10,3,30,15,1,2,1,21,14,3,30,2,2,0.005,0.1,10001,9556,0.9555044495550444,44,0.838838067276304,12
10,3,30,21,1,2,0,5,4,3,30,2,2,0.005,0.3333333333333333,10001,9554,0.9553044695530448,34,0.42404634568688276,8
10,3,30,15,2,1,2,8,27,3,30,3,3,0.005,0.1,10001,9554,0.9553044695530448,44,0.8390619411439335,12
10,3,30,15,1,2,1,29,12,3,30,2,0,0.005,0.1,10001,9554,0.9553044695530448,64,0.8417896913330536,12
10,3,30,25,0,2,0,1,19,3,30,3,5,0.005,0.4,10001,9553,0.9552044795520448,38,0.42016519288924964,8
10,3,30,15,2,1,2,21,14,3,30,2,3,0.005,0.1,10001,9553,0.9552044795520448,44,0.8382489606062133,12
10,3,30,15,1,2,2,19,27,3,30,3,1,0.005,0.1,10001,9553,0.9552044795520448,44,0.8384571482239104,12
10,3,30,15,1,2,2,3,1,3,30,2,4,0.005,0.1,10001,9553,0.9552044795520448,44,0.8388380672763037,12
10,3,30,15,2,1,2,23,9,3,30,2,0,0.005,0.1,10001,9551,0.955004499550045,44,0.8390619411439336,12
10,3,30,15,2,1,2,19,6,3,30,2,3,0.005,0.1,10001,9551,0.955004499550045,64,0.8419039207891019,12
10,3,30,20,1,0,1,23,16,3,30,2,3,0.005,0.3666666666666666,10001,9550,0.954904509549045,30,0.4754257899180874,8
10,3,30,15,2,1,2,8,27,3,30,3,2,0.005,0.1,10001,9549,0.9548045195480452,44,0.83845714822391,12
10,3,30,15,2,1,2,21,14,3,30,3,2,0.005,0.1,10001,9549,0.9548045195480452,44,0.8390619411439336,12
10,3,30,15,2,1,2,1,24,3,30,3,3,0.005,0.1,10001,9549,0.9548045195480452,64,0.8417896913330539,12
10,3,30,15,1,2,1,26,9,3,30,2,2,0.005,0.1,10001,9548,0.9547045295470452,44,0.8382489606062135,12
10,3,30,15,2,1,2,17,21,3,30,3,1,0.005,0.1,10001,9547,0.9546045395460454,44,0.8382489606062135,12
10,3,30,15,2,1,1,9,16,3,30,2,3,0.005,0.1,10001,9546,0.9545045495450456,44,0.8384571482239104,12
10,3,30,15,1,2,1,26,9,3,30,2,3,0.005,0.1,10001,9546,0.9545045495450456,44,0.8388380672763038,12
10,3,30,15,1,2,1,3,1,3,30,2,4,0.005,0.1,10001,9546,0.9545045495450456,44,0.8390619411439335,12
10,3,30,15,2,1,1,24,11,3,30,2,2,0.005,0.1,10001,9546,0.9545045495450456,64,0.8417896913330538,12
10,3,30,15,1,2,2,18,11,3,30,3,4,0.005,0.1,10001,9544,0.9543045695430457,64,0.841789691333054,12
10,3,30,15,1,2,1,11,3,3,30,2,1,0.005,0.1,10001,9543,0.9542045795420458,44,0.83845714822391,12
10,3,30,15,1,2,2,29,27,3,30,3,0,0.005,0.1,10001,9543,0.9542045795420458,44,0.8390619411439336,12
10,3,30,15,2,1,2,19,6,3,30,3,3,0.005,0.1,10001,9543,0.9542045795420458,64,0.841789691333054,12
10,3,30,10,2,0,2,7,28,3,30,2,1,0.005,0.3333333333333333,10001,9542,0.954104589541046,32,0.45720165999263973,8
10,3,30,15,1,2,2,3,1,3,30,2,5,0.005,0.1,10001,9542,0.954104589541046,44,0.8382489606062132,12
10,3,30,15,1,2,2,7,6,3,30,3,0,0.005,0.1,10001,9541,0.954004599540046,64,0.8417896913330536,12
10,3,30,15,2,1,1,12,13,3,30,3,2,0.005,0.1,10001,9541,0.954004599540046,64,0.8419039207891019,12
10,3,30,25,0,2,0,1,19,3,30,2,5,0.005,0.4,10001,9540,0.953904609539046,38,0.419797609527583,8
10,3,30,10,2,0,2,7,28,3,30,3,1,0.005,0.3333333333333333,10001,9539,0.9538046195380462,32,0.45524698542950315,8
10,3,30,15,1,2,1,21,14,3,30,3,2,0.005,0.1,10001,9537,0.9536046395360464,44,0.8390619411439336,12
10,3,30,15,2,1,2,8,27,3,30,2,2,0.005,0.1,10001,9536,0.9535046495350464,44,0.838248960606213,12
10,3,30,15,2,1,2,23,9,3,30,3,0,0.005,0.1,10001,9536,0.9535046495350464,44,0.838838067276304,12
10,3,30,15,2,1,1,9,16,3,30,2,2,0.005,0.1,10001,9536,0.9535046495350464,44,0.8390619411439337,12
10,3,30,15,1,2,1,18,11,3,30,2,4,0.005,0.1,10001,9536,0.9535046495350464,64,0.841789691333054,12
10,3,30,15,1,2,2,12,19,3,30,3,4,0.005,0.1,10001,9535,0.9534046595340466,64,0.8417896913330538,12
10,3,30,10,0,2,0,7,9,3,30,4,0,0.005,0.3333333333333333,10001,9534,0.9533046695330468,32,0.45720165999263984,8
10,3,30,15,1,2,2,3,1,3,30,3,5,0.005,0.1,10001,9534,0.9533046695330468,44,0.8384571482239103,12
10,3,30,10,1,0,1,17,21,3,30,2,0,0.005,0.4,10001,9531,0.953004699530047,34,0.4541882736989243,8
10,3,30,15,1,2,2,29,27,3,30,2,1,0.005,0.1,10001,9531,0.953004699530047,44,0.8382489606062132,12
10,3,30,9,2,1,0,28,11,3,30,2,5,0.005,0.3,10001,9530,0.952904709529047,40,0.4796832504731851,8
10,3,30,10,2,1,2,18,27,3,30,0,4,0.005,0.4333333333333333,10001,9529,0.9528047195280472,32,0.43764838060752415,8
10,3,30,15,1,2,2,19,27,3,30,2,0,0.005,0.1,10001,9529,0.9528047195280472,44,0.838838067276304,12
10,3,30,15,2,1,2,17,21,3,30,2,1,0.005,0.1,10001,9528,0.9527047295270472,44,0.8384571482239104,12
10,3,30,15,1,2,2,29,27,3,30,2,0,0.005,0.1,10001,9526,0.9525047495250476,44,0.8388380672763036,12
10,3,30,15,1,2,1,11,3,3,30,3,0,0.005,0.1,10001,9525,0.9524047595240476,44,0.8388380672763036,12
10,3,30,15,2,1,2,11,3,3,30,3,0,0.005,0.1,10001,9522,0.952104789521048,44,0.8388380672763036,12
10,3,30,15,1,2,2,24,1,3,30,2,2,0.005,0.1,10001,9522,0.952104789521048,64,0.8417896913330539,12
10,3,30,10,0,2,0,7,9,3,30,3,1,0.005,0.4333333333333333,10001,9521,0.952004799520048,32,0.4376483806075242,8
10,3,30,10,2,1,2,18,27,3,30,4,5,0.005,0.3333333333333333,10001,9518,0.9517048295170484,32,0.4552469854295032,8
10,3,30,15,2,1,2,23,9,3,30,2,1,0.005,0.1,10001,9518,0.9517048295170484,44,0.8384571482239103,12
10,3,30,9,2,1,0,28,11,3,30,3,5,0.005,0.3,10001,9517,0.9516048395160484,40,0.4796832504731851,8
10,3,30,10,1,0,2,1,8,3,30,4,1,0.005,0.4,10001,9515,0.9514048595140486,34,0.4557529111633875,8
10,3,30,15,2,1,2,17,21,3,30,3,0,0.005,0.1,10001,9513,0.9512048795120488,44,0.8388380672763038,12
10,3,30,20,0,2,0,21,23,3,30,3,5,0.005,0.4333333333333333,10001,9512,0.9511048895110488,32,0.43764838060752415,8
10,3,30,15,2,1,1,9,16,3,30,3,3,0.005,0.1,10001,9512,0.9511048895110488,44,0.8382489606062135,12
10,3,30,9,2,1,0,28,11,3,30,3,3,0.005,0.4666666666666667,10001,9506,0.9505049495050496,40,0.42767979197626355,8
10,3,30,9,2,1,0,28,11,3,30,2,4,0.005,0.3333333333333333,10001,9505,0.9504049595040496,40,0.4371940207526512,8
10,3,30,15,2,1,2,12,23,3,30,2,2,0.005,0.1,10001,9505,0.9504049595040496,64,0.8419039207891019,12
10,3,30,20,0,2,0,21,23,3,30,5,4,0.005,0.3333333333333333,10001,9501,0.95000499950005,32,0.4552469854295032,8
10,3,30,10,2,0,2,7,28,3,30,4,0,0.005,0.4333333333333333,10001,9500,0.94990500949905,32,0.43861817586899887,8
10,3,30,10,0,1,1,14,27,3,30,5,3,0.005,0.4,10001,9499,0.9498050194980502,30,0.44190933252834314,8
10,3,30,10,0,2,0,7,9,3,30,5,0,0.005,0.3333333333333333,10001,9496,0.9495050494950504,32,0.4552469854295032,8
10,3,30,10,0,2,0,7,9,3,30,2,1,0.005,0.4333333333333333,10001,9491,0.949005099490051,32,0.438618175868999,8
10,3,30,27,2,1,0,14,7,3,30,2,5,0.005,0.3666666666666666,10001,9491,0.949005099490051,28,0.44385274968352373,8
10,3,30,9,2,1,0,28,11,3,30,3,2,0.005,0.4666666666666667,10001,9489,0.9488051194880512,40,0.4212588222847211,8
10,3,30,10,0,2,0,7,9,3,30,4,1,0.005,0.3666666666666666,10001,9489,0.9488051194880512,32,0.4225541626692946,8
10,3,30,15,2,1,1,9,16,3,30,3,2,0.005,0.1,10001,9484,0.9483051694830515,44,0.8388380672763038,12
10,3,30,20,0,2,0,21,23,3,30,5,5,0.005,0.3666666666666666,10001,9458,0.9457054294570544,32,0.42064932620717105,8
10,3,30,10,2,0,2,7,28,3,30,2,0,0.005,0.3666666666666666,10001,9458,0.9457054294570544,32,0.42255416266929474,8
10,3,30,10,0,2,0,7,9,3,30,5,1,0.005,0.3666666666666666,10001,9443,0.9442055794420556,32,0.4206493262071711,8
10,3,30,20,0,2,0,21,23,3,30,4,5,0.005,0.3666666666666666,10001,9436,0.9435056494350564,32,0.4225541626692947,8
